1;65
1;41
1;55
1;49
1;86
1;24
1;21
1;22
1;35
1;7
1;75
1;93
1;25
1;44
1;71
1;33
1;95
1;70
1;89
1;98
1;94
1;60
1;20
1;92
1;26
1;12
1;13
1;97
1;17
1;5
1;4
1;88
1;50
1;69
1;64
1;14
1;91
1;6
1;74
1;29
1;62
1;80
1;19
1;37
1;84
1;43
1;39
1;34
1;30
1;54
1;10
1;28
1;38
2;44
2;38
3;82
3;1
3;55
3;57
3;63
3;26
3;99
3;88
3;81
3;96
3;29
3;18
3;79
3;80
3;85
3;89
3;32
3;76
3;95
3;66
3;56
3;45
3;40
3;28
3;87
3;51
3;62
3;42
3;92
3;2
3;83
3;12
3;78
3;6
3;72
3;37
3;61
3;60
3;3
3;31
3;38
3;41
3;53
3;8
3;70
3;33
3;75
3;90
3;36
3;25
3;98
3;17
3;4
3;77
3;39
3;71
3;22
3;54
3;19
3;44
3;48
3;34
3;84
3;49
3;16
3;23
3;15
3;67
3;46
3;35
3;58
3;64
3;30
3;27
3;5
3;74
3;21
3;9
3;10
3;43
3;59
3;14
3;68
3;50
3;11
3;65
3;69
3;24
3;86
3;52
3;13
3;93
3;7
3;20
3;91
4;86
4;38
4;12
4;30
4;35
4;62
4;28
4;93
4;66
4;59
4;58
4;18
4;68
4;55
4;71
4;40
4;74
4;50
4;99
4;84
4;88
4;73
4;32
4;98
4;92
4;4
4;65
4;33
4;96
4;16
4;41
4;85
4;49
4;13
4;52
4;97
4;87
4;75
4;15
4;79
4;37
4;78
4;63
4;24
4;72
4;2
4;90
4;70
4;69
4;14
4;23
5;14
5;53
5;67
5;16
5;91
5;76
5;43
5;54
5;26
5;90
5;93
5;86
5;50
5;84
5;8
5;71
5;29
5;13
5;87
5;94
5;81
5;56
5;99
5;31
5;62
5;27
5;78
5;20
5;69
5;49
5;73
5;9
5;59
5;44
5;45
5;63
5;52
5;40
5;21
5;33
5;24
5;95
5;12
5;57
5;37
5;18
5;79
5;35
5;36
5;89
5;61
5;74
5;6
5;25
5;75
5;96
5;68
5;64
5;48
5;55
5;88
5;83
5;66
5;23
5;30
5;11
5;58
5;39
5;3
5;77
5;32
5;7
5;28
5;72
5;92
5;51
5;17
5;2
5;82
5;10
5;22
5;4
5;41
5;80
5;98
6;51
6;7
6;9
6;18
6;96
6;5
6;59
6;99
6;48
6;77
6;95
6;69
6;41
6;68
6;67
6;1
6;39
6;81
6;30
6;36
6;22
6;50
6;35
6;79
6;27
6;15
6;75
6;32
6;73
6;82
6;6
6;21
6;4
6;78
6;94
6;89
6;86
6;29
6;28
6;16
6;71
6;63
6;10
6;34
6;3
6;14
6;98
6;53
6;40
6;44
6;90
6;49
6;12
6;19
6;88
7;57
7;39
7;1
7;28
7;89
7;84
7;40
8;23
8;47
8;38
8;20
8;54
8;11
8;75
8;71
8;91
8;99
8;19
8;48
8;6
8;8
9;53
9;23
9;49
9;31
9;96
9;76
9;80
9;5
9;63
9;15
9;94
9;29
9;16
9;54
9;37
9;36
9;67
9;39
9;38
9;51
9;40
9;30
9;81
9;82
9;20
9;3
9;70
9;21
10;44
10;97
10;55
10;39
11;74
11;76
11;58
11;10
11;83
11;59
11;26
11;33
11;45
11;39
11;5
11;28
11;69
11;95
11;51
11;50
11;72
11;89
11;68
11;15
11;78
11;16
11;9
11;87
11;49
11;55
11;66
11;85
11;32
11;24
11;75
11;99
11;3
11;11
11;18
11;84
11;29
11;57
11;64
11;52
11;63
11;80
11;91
11;56
11;36
11;70
11;37
11;17
11;73
11;13
11;97
11;34
11;77
11;92
11;4
11;22
11;6
11;43
11;67
11;23
11;1
11;61
11;47
11;81
11;79
11;14
11;62
11;31
11;40
11;19
11;42
11;30
11;93
11;7
11;46
11;60
11;53
11;94
11;44
11;82
11;25
11;65
11;41
11;48
11;8
11;38
11;35
11;12
11;71
11;90
11;96
11;98
11;86
11;2
11;88
11;21
11;27
11;54
11;20
12;65
12;95
12;50
12;31
12;48
12;88
12;42
12;30
12;25
12;94
12;64
12;3
12;18
12;26
12;76
12;62
12;96
12;15
12;81
12;2
12;67
12;79
12;47
12;63
12;85
12;4
12;92
13;10
13;62
13;68
13;28
13;95
13;26
13;78
13;23
13;6
13;65
13;34
13;35
13;39
13;91
13;81
13;17
13;54
13;64
13;98
13;50
13;36
13;84
13;59
13;9
13;29
13;19
13;49
13;8
13;48
13;7
13;18
13;3
13;58
13;67
13;55
13;40
13;87
13;63
13;21
13;41
13;76
13;86
13;75
13;25
13;24
13;30
13;70
13;85
13;66
13;45
13;80
13;43
13;97
13;89
13;60
13;14
13;51
13;32
13;33
13;31
13;69
13;96
13;88
13;82
13;72
13;57
14;84
14;29
14;31
14;97
14;16
14;44
14;98
14;1
15;85
15;90
15;30
15;56
15;98
15;71
15;6
15;92
15;63
15;37
15;18
15;75
15;3
15;93
15;34
15;41
15;74
15;64
15;22
15;72
15;12
15;96
15;82
15;16
15;65
15;88
15;8
15;4
15;94
15;50
15;29
15;19
15;80
15;86
15;55
15;40
15;51
15;2
15;97
15;9
15;36
15;69
15;67
15;78
15;81
15;57
16;15
16;82
16;29
16;44
16;84
16;26
16;53
16;16
16;71
16;9
16;45
16;42
16;23
16;54
16;92
16;27
16;74
16;72
16;98
16;39
16;57
16;12
16;46
16;75
17;10
17;11
17;28
17;80
17;6
17;15
17;91
17;7
17;55
17;71
17;63
17;50
17;57
17;88
17;34
17;3
17;61
17;46
17;66
17;95
17;38
17;74
17;83
17;14
17;30
17;58
17;86
17;19
17;73
17;90
17;18
17;84
17;40
17;27
17;62
17;36
17;42
17;97
17;93
17;85
17;89
17;39
17;49
17;44
17;17
17;47
